# step walker beta fx x1 x2 x3
68 0 0.01 inf 6.631029613308999 0.056739649528034584 9.192043775553545
69 0 0.01 inf 6.677715374150956 0.04022330691020821 9.358463524778909
70 0 0.01 inf 6.727699098421831 0.034878111012812935 9.390530050794094
71 0 0.01 151399.9845475712 6.746279220314471 0.043934899883980416 9.039198168831769
72 0 0.01 inf 6.898739215978032 0.05060326470562269 9.079896126336434
73 0 0.01 inf 6.86936079040727 0.04679889398045548 9.242925715806761
74 0 0.01 16990335.974927638 6.697504814377148 0.047494866854140644 9.01639972811809
75 0 0.01 147617.02966575627 6.728273890431571 0.04947042281076341 9.198201570713163
76 0 0.01 inf 6.570337899811126 0.05263130395209421 9.099764964534412
77 0 0.01 152800.8953686674 6.807336636818674 0.04387351002726805 9.027112165439979
78 0 0.01 inf 6.7182285731907205 0.048134336063130896 9.246535352900931
79 0 0.01 inf 6.688240617092805 0.0517198248865326 9.238160966054584
80 0 0.01 inf 6.713116410056877 0.036680752530749566 9.214282254812973
81 0 0.01 149797.78715926898 6.735926397206361 0.0479844019804547 9.068774168342186
82 0 0.01 637442229.409139 6.639755889153542 0.046878518911688545 9.178342503761966
83 0 0.01 inf 6.716732594033647 0.04771669977333036 9.202671308349418
84 0 0.01 inf 6.6384982588360035 0.0539247903232427 9.083083054231151
85 0 0.01 inf 6.467043619951968 0.055176673761519336 9.111488018245714
86 0 0.01 inf 6.7666322162784525 0.04728527198889385 9.232950451730177
87 0 0.01 inf 6.605255986615555 0.0523258135039187 9.204207691990288
88 0 0.01 inf 6.7057214910274565 0.05621905350893725 9.333231544114682
89 0 0.01 inf 6.689608558252629 0.05380037052084138 9.372924930622872
90 0 0.01 1134259088.0047722 6.5872492760437655 0.04757921518702929 9.163619504050008
91 0 0.01 inf 6.714996273175312 0.05314549028801507 9.00401862465657
92 0 0.01 inf 6.7776663967364055 0.0519583012475546 9.115098731449581
93 0 0.01 151594.2084277945 6.87019495618839 0.04522947850377173 9.13565885926071
94 0 0.01 inf 6.775435543204785 0.0601141542681685 9.339162038589894
95 0 0.01 inf 6.717730462629107 0.05297256464533035 9.40748675853234
96 0 0.01 inf 6.714576710818247 0.04481797569383791 9.230951294143088
97 0 0.01 151263.09508703696 6.858575198507473 0.042423411006365694 9.183788976227532
98 0 0.01 inf 6.65663248800674 0.06317714260205157 9.29048838098587
99 0 0.01 1205926472.7540047 6.5791225794805674 0.04878012535533871 9.122902600896818
100 0 0.01 inf 6.659009389666324 0.05254382243100216 9.300340682153
101 0 0.01 150721.86741869187 6.795101139623177 0.04542274539848913 9.107389113389203
102 0 0.01 inf 6.879502829691093 0.05433880229146827 9.205166086704867
103 0 0.01 inf 6.674321932722787 0.05265639250100895 9.17050309276824
104 0 0.01 149514.1113575924 6.752844582545106 0.04354452650407391 9.192284775234578
105 0 0.01 inf 6.838733804122933 0.05264161331069789 9.324169906189564
106 0 0.01 150769.51050906966 6.824766968022806 0.047298193119950586 9.110241284752679
107 0 0.01 inf 6.83551455454604 0.053273507854707886 9.318686539973216
108 0 0.01 inf 6.572494364621204 0.048485259223685545 9.20623652769026
109 0 0.01 1648081812.8195152 6.525312597228873 0.0435110823825752 9.148438488395504
110 0 0.01 1617663946.378091 6.529236094776862 0.03722494513960474 9.094806768956557
111 0 0.01 inf 6.871934534294782 0.05683859715028502 9.20767034973133
112 0 0.01 241323202.38111365 6.6774999650768505 0.03926830725306406 9.126192267603479
113 0 0.01 inf 6.636580451419182 0.044591354778840256 9.419431839639552
114 0 0.01 inf 6.7356669586937326 0.058563395617837376 9.040048470892367
115 0 0.01 inf 6.65083754953649 0.052235105276121074 9.208807709665608
116 0 0.01 inf 7.121026694510844 0.04819479481745253 9.283615302238033
117 0 0.01 inf 6.691793237213973 0.05012593149366257 9.128440181150793
118 0 0.01 inf 6.861838836663467 0.04871522852222508 9.242495355772409
119 0 0.01 inf 6.822431012508754 0.05213724257454064 9.233828190056816
120 0 0.01 inf 6.727262358526604 0.056549188668851585 9.254812123973508
121 0 0.01 inf 6.773922625614649 0.0504443633377551 9.132696194998637
122 0 0.01 inf 6.671750880990814 0.06535478840494821 9.29415482490783
123 0 0.01 727080222.0914388 6.6307399069402315 0.0438867122982142 9.087763936240071
124 0 0.01 651058939.1897606 6.638398372918954 0.047133038257680365 9.062740495113278
125 0 0.01 248791333.69155413 6.676817627743577 0.046411042543271275 9.195041704014148
126 0 0.01 inf 6.751686679182452 0.05888678432231929 9.288103583611553
127 0 0.01 inf 6.65790370587289 0.05690569662813659 9.30092368770573
128 0 0.01 inf 6.697665191749877 0.05166054113047755 9.238551709965614
129 0 0.01 inf 6.677723513879418 0.0438536270358607 9.250895523354016
130 0 0.01 inf 6.726237008089596 0.05571684333775731 9.222352709627218
131 0 0.01 inf 6.738141281670016 0.04553471162533878 9.287619571483932
132 0 0.01 inf 6.738846853204998 0.05339053727347751 9.172694742274606
133 0 0.01 inf 6.669626161757515 0.05006566064947714 9.184621593958779
134 0 0.01 inf 6.693444897767973 0.05610861330583001 9.135752290004625
135 0 0.01 inf 6.742608913756127 0.05510406829313789 9.107866465668153
136 0 0.01 inf 6.559329194643275 0.052208514224270544 9.233901341646092
137 0 0.01 150734.24455759837 6.814296710168578 0.04388523134131185 9.149843845831684
138 0 0.01 inf 6.8751739093866515 0.05276211912842499 9.040254987171442
139 0 0.01 149312.60043433815 6.774044488066133 0.04855408235203611 9.129653181093184
140 0 0.01 inf 6.738917021905162 0.05281818904563649 9.136666496917636
141 0 0.01 inf 6.862256642998794 0.05760746152994408 9.186518373226868
142 0 0.01 inf 6.6135235856826595 0.0502365856055696 9.109823566199907
143 0 0.01 inf 6.883773136138197 0.040828479358217235 9.245450028482672
144 0 0.01 150954.02015331938 6.7584345049661065 0.042064271280596206 9.112131162399896
145 0 0.01 inf 6.6319947887786315 0.049870756956534625 9.211074214929319
146 0 0.01 inf 6.6803618564001255 0.046269020290948364 9.272798950775835
147 0 0.01 inf 6.666019184139002 0.054151869387420795 9.273203408387745
148 0 0.01 inf 6.722602387613707 0.06097379537431344 9.255151317413862
149 0 0.01 inf 6.8772148585498565 0.055791674225837085 9.122017849377864
150 0 0.01 inf 6.6951122006121295 0.04071384566115373 9.261090981790478
151 0 0.01 150271.98622921374 6.756524076844485 0.04277972566077523 9.148140885750173
152 0 0.01 149131.88549322716 6.740438393420767 0.04842413380303804 9.110081626834885
153 0 0.01 inf 6.666340656087159 0.045836882151806924 9.320367112385485
154 0 0.01 inf 6.778643819265655 0.042531052423742104 9.218686712667498
155 0 0.01 inf 6.788644412026025 0.052198824354226264 9.221749272657275
156 0 0.01 154213.64888180824 6.739457389813749 0.04321290405876038 8.903267220898908
157 0 0.01 inf 6.712256827304034 0.05224193216211407 9.364108092650772
158 0 0.01 inf 6.871735735137271 0.04444994877549712 9.214010977683847
159 0 0.01 inf 6.591066973711744 0.047078845759913786 9.265219502811775
160 0 0.01 inf 6.801458535772953 0.052218742352633185 9.11824641094542
161 0 0.01 inf 6.723719147382104 0.053488223576497886 9.185489436529599
162 0 0.01 149762.9480361908 6.812158510269409 0.048550904814513886 9.13962260802441
163 0 0.01 inf 6.689343753393381 0.04710117015872782 9.211068001092675
164 0 0.01 inf 6.743643320959707 0.051694373101167555 9.211054737378706
165 0 0.01 inf 6.753526877034809 0.04476722949728833 9.298416115528926
166 0 0.01 inf 6.675732392000574 0.045033418132648634 9.38133293103986
167 0 0.01 inf 6.63597095722175 0.0529731112439558 9.108986450946746
168 0 0.01 inf 6.958347890722096 0.045381596313910325 9.249577533867011
169 0 0.01 inf 6.790632584779856 0.05691645244569997 9.392249437765457
170 0 0.01 inf 6.782597603360321 0.05200137737245873 9.364403019768364
171 0 0.01 932402608.0871421 6.609353640416114 0.04993841005592745 9.144285180200052
172 0 0.01 inf 6.584534330009169 0.04578409483763842 9.319300574530224
173 0 0.01 147667.2293468636 6.731340275437265 0.04975162980392348 9.190509100093792
174 0 0.01 inf 6.7003979262679785 0.050691316734048676 9.145463654364299
175 0 0.01 inf 6.679652452275796 0.04927345146536598 9.222151480551645
176 0 0.01 150459.17714843104 6.7916737411664325 0.04227867248450506 9.179419692161245
177 0 0.01 inf 6.845214172216153 0.051317097010975095 9.224413045273485
178 0 0.01 inf 6.734483308408394 0.047608511700992326 9.215336658188482
179 0 0.01 inf 6.628555412476321 0.04504661692509773 9.211336695927075
180 0 0.01 inf 6.6817267374639036 0.051151668926610015 9.040838986525083
181 0 0.01 inf 6.660360424993196 0.05307238371830087 9.096244996504517
182 0 0.01 inf 6.595302985599605 0.050355086381693955 9.224881457355835
183 0 0.01 inf 6.640928487963865 0.045080034348411485 9.230720000556797
184 0 0.01 inf 6.774409011754288 0.05457376417885543 9.05763971344088
185 0 0.01 inf 6.6565302947246865 0.04905685927942953 9.245978165351035
186 0 0.01 152800.90343800368 6.886504693787581 0.04349243574861165 9.110157890063103
187 0 0.01 inf 6.690215921706153 0.057079735641550895 9.089887193882864
188 0 0.01 inf 6.641125499199073 0.053515475518729046 9.141458247443202
189 0 0.01 inf 6.678873054423152 0.046255650498209504 9.225745194020952
190 0 0.01 inf 6.738150535270977 0.04509992126891981 9.275049056121532
191 0 0.01 inf 6.732987513602173 0.05397644458121147 9.375592494861804
192 0 0.01 inf 6.733547699524389 0.04290573469311331 9.279229452428005
193 0 0.01 147828.47706825534 6.732773393652182 0.04938085627834817 9.185652621308996
194 0 0.01 153747.8482688446 6.854842420751674 0.04084626207715299 9.060900903602013
195 0 0.01 inf 6.761567350075219 0.052471531610651934 9.096272249718355
196 0 0.01 inf 6.604701994191985 0.054437877529379695 9.118498875618775
197 0 0.01 1268117549.0513597 6.571945121686766 0.047874140723877204 9.094638716646964
198 0 0.01 inf 6.810773915443796 0.050115398541814675 9.234178494542796
199 0 0.01 inf 6.639515262292456 0.04442514877624035 9.318145912138633
200 0 0.01 inf 6.78850429169112 0.05888929890208621 9.098658860340809
201 0 0.01 inf 6.545046338176694 0.04495337343509971 9.307798362159641
202 0 0.01 149062.58088873682 6.7782668998653675 0.04640102338471495 9.189567032320383
203 0 0.01 inf 6.444538522539602 0.050805072521061256 9.319224630878479
204 0 0.01 inf 6.673909676588702 0.052228263036775885 9.230114059092339
205 0 0.01 inf 6.790220094412308 0.04334284415322938 9.393501361398886
206 0 0.01 201203594.17123955 6.681145823809815 0.04895520697578477 9.040887470526654
207 0 0.01 inf 6.4285186301424115 0.056368853692621505 9.217008703487208
208 0 0.01 inf 6.9388131011695515 0.05342670836915766 9.135472493372829
209 0 0.01 148177.82297745222 6.718607909821289 0.0490312588486094 9.149062602126838
210 0 0.01 inf 6.617213342383754 0.05584891694516544 9.147146050919762
211 0 0.01 inf 6.817458662748047 0.04807911133645196 9.206465096017968
212 0 0.01 inf 6.632923827802636 0.05352205467303721 9.16206993387727
213 0 0.01 150974.9492021136 6.763820028394242 0.045324506795393106 9.062419751759293
214 0 0.01 inf 6.75095126894275 0.052307371060787505 9.226212025861118
215 0 0.01 inf 6.382869463555926 0.05556246316774084 9.207173899810396
216 0 0.01 inf 6.746425273888745 0.0497432525188473 9.32094120530967
217 0 0.01 inf 6.769781311473785 0.05087514950198122 9.100872083149639
218 0 0.01 inf 6.672389058782041 0.04839721233035549 9.28028400836204
219 0 0.01 inf 6.870717395867304 0.05815273481412488 9.301370540924943
220 0 0.01 inf 6.591454331492438 0.05889211161723411 9.14315380076532
221 0 0.01 99434036.12298895 6.690259338273208 0.04747224608219086 9.191845825677015
222 0 0.01 inf 6.364233610804713 0.0542560543757403 9.14502217808574
223 0 0.01 inf 6.644885610891551 0.055397229321574315 9.1962965413799
224 0 0.01 inf 6.687966408806082 0.05021511799080165 9.050727085589942
225 0 0.01 150399.66133158113 6.877122540443216 0.048867845225595986 9.165085070073829
226 0 0.01 inf 6.604996525834951 0.054530837389543854 9.247969911462896
227 0 0.01 149982.05032306805 6.764570697062718 0.04321410955874946 9.170360695582364
228 0 0.01 inf 6.910292992806516 0.04560933003163592 9.319140268544352
229 0 0.01 inf 6.690695039258006 0.05053479003963554 9.19571976813646
230 0 0.01 inf 6.826921593177956 0.05346758730656613 9.141876791661327
231 0 0.01 151633.85427153858 6.923387002787853 0.0464878846905056 9.17317872240216
232 0 0.01 42234372.88972352 6.695299267195376 0.041725158762328074 9.013746690047915
233 0 0.01 148231.51201609924 6.77145874349876 0.04923871290318561 9.193596009867594
234 0 0.01 156108.21497904608 6.992950326399538 0.04882563532356056 9.06841108466148
235 0 0.01 inf 6.99801464314103 0.05700891053755516 9.25397198562531
236 0 0.01 inf 6.6810575890575254 0.05231628809774523 9.366187037177124
237 0 0.01 inf 6.633909195367984 0.05315361504500372 9.286088972654401
238 0 0.01 inf 6.881493823207952 0.04597030156379705 9.237859560511946
239 0 0.01 151463.81108257727 6.902714620204249 0.044013133701513 9.190799422143304
240 0 0.01 inf 6.621283239441646 0.05736356672035467 9.19015409013392
241 0 0.01 inf 6.62259660507557 0.05060007364827248 9.046460637713906
242 0 0.01 inf 6.6651059713999254 0.05436909414491423 9.196775776168135
243 0 0.01 inf 6.752860350961662 0.05087967461717048 9.147111927827424
244 0 0.01 14829426.148298088 6.697692947444743 0.04879579748266443 9.117909990615543
245 0 0.01 inf 6.849052809953476 0.04818310897734789 9.348412261994516
246 0 0.01 151304.2135715366 6.768879099024525 0.04191093570989818 9.100420448162996
247 0 0.01 inf 6.817801364461383 0.052952291740629945 9.039953209392836
248 0 0.01 inf 6.80252889883221 0.06321158492689206 9.263869619524868
249 0 0.01 inf 6.7238663644307355 0.05279089353753125 9.20081720519601
250 0 0.01 inf 6.79443586702161 0.04873739035182291 9.263482142640596
251 0 0.01 inf 6.7652195672856585 0.05783941875187939 9.29976547089531
252 0 0.01 inf 6.769285543433854 0.0491404209659185 9.282398280451106
253 0 0.01 inf 6.692190511830214 0.05258095231255035 9.396170144583698
254 0 0.01 443717517.99899405 6.658624930504192 0.04227497470455546 9.095399646515457
255 0 0.01 inf 6.826849676490593 0.051061609580903264 9.206588390185605
256 0 0.01 inf 6.674172211196615 0.05150993009690294 9.30200710615996
257 0 0.01 inf 6.849667101165917 0.05505633512527929 9.24158036313544
258 0 0.01 inf 6.637461875636811 0.04701914909796662 9.24951209721399
259 0 0.01 inf 6.879558799009077 0.050262220324723765 9.217052905025
260 0 0.01 153174.40090636304 6.73165958287066 0.036776572302472554 9.034952166881618
261 0 0.01 inf 6.759105789901276 0.053383730256425954 9.298156675211631
262 0 0.01 inf 6.777334585981521 0.050250780487288496 9.140169948945207
263 0 0.01 82605418.36217436 6.691748354535608 0.043344683699485256 9.04981679432919
264 0 0.01 inf 6.754006646175658 0.053399893971294424 9.233936436367697
265 0 0.01 inf 6.617972914838107 0.056871396492751566 9.217144253749213
266 0 0.01 575142400.288518 6.645913836165402 0.04699864699767897 9.128598114196329
267 0 0.01 inf 6.725770516882546 0.058474316913814245 9.199320059659287
268 0 0.01 149950.71319558096 6.758526534932607 0.04652120203822046 9.103039451706255
269 0 0.01 inf 6.725625119749401 0.04920852419599986 9.355747509310133
270 0 0.01 inf 6.596247467597089 0.04702114611675156 9.289649118540185
271 0 0.01 inf 6.951440014044779 0.051891128759375744 9.219555928370275
272 0 0.01 150094.7143931412 6.792535585024204 0.04718937488304117 9.118086030990558
273 0 0.01 inf 6.780663643814762 0.05780534233404269 9.146183474549732
274 0 0.01 inf 6.75868285250597 0.048785496864365376 9.218274213838141
275 0 0.01 inf 6.6068405218058555 0.043681360931951616 9.278941546531838
276 0 0.01 147145897.1781677 6.6860106957669485 0.04156071711979041 9.09507610152327
277 0 0.01 inf 6.6800024381857 0.05784081817928535 9.108844039533823
278 0 0.01 inf 6.7558122359695325 0.04319615866979225 9.229349749601456
279 0 0.01 inf 6.8905776464061095 0.054103624987820495 9.224034032622619
280 0 0.01 inf 6.796236266170434 0.04883587084854892 9.240533227049257
281 0 0.01 inf 6.868222914933963 0.05422708901515633 9.25523843729374
282 0 0.01 273509917.9711635 6.67455240461134 0.0468540425708841 9.115364242836437
283 0 0.01 inf 6.76719791479173 0.05656277241569245 9.153144184105358
284 0 0.01 inf 6.74056860068213 0.05026027484513325 9.22022538015175
285 0 0.01 inf 6.578192136052287 0.051276206323520784 9.05336480334047
286 0 0.01 767669324.6006271 6.626594956906796 0.04340684388052304 9.04912104682773
287 0 0.01 inf 6.8078114729160895 0.050053426886193964 9.252360099989072
288 0 0.01 inf 6.682848173415326 0.04834897860538137 9.231205390501684
289 0 0.01 inf 6.833859054098426 0.05102538821023653 9.199261499144148
290 0 0.01 inf 6.738410110871151 0.04688586678983789 9.313401697426066
291 0 0.01 inf 6.635120086130347 0.05737941357960181 9.273237358955189
292 0 0.01 inf 6.822587322467157 0.04911516809101508 9.253940764217829
293 0 0.01 1213539812.2875814 6.578250432649532 0.04329812233988775 9.137886266035261
294 0 0.01 849490314.5271077 6.6181168794331615 0.046932019842574876 9.156272327912
295 0 0.01 inf 6.673025858472312 0.05139808308745717 9.10782302029095
296 0 0.01 inf 6.677653477131995 0.04693672913619641 9.282349580045015
297 0 0.01 148067.15370182355 6.723400337616129 0.04835850639084293 9.177463146233306
298 0 0.01 1094972718.106253 6.591640513988517 0.04532928821343716 9.163683202489901
299 0 0.01 1773048108.7041597 6.508812279060617 0.046436294742380486 9.158389623719204
300 0 0.01 inf 6.781179091900714 0.057345651658043305 9.305963149766727
301 0 0.01 inf 6.893767191497706 0.05036467026853879 9.336042287491733
302 0 0.01 492193107.03019387 6.653979586022325 0.04673341476416966 9.130343130607544
303 0 0.01 887222569.9406543 6.614150753524067 0.04973583044404715 9.115948617547298
304 0 0.01 inf 6.8911693640472915 0.06189121473865056 9.08986227989394
305 0 0.01 inf 6.890066795787414 0.04844995348923682 9.338756908022857
306 0 0.01 151709.0342054056 6.810759179883859 0.045318791525565706 9.069208040233661
307 0 0.01 inf 6.717467260852574 0.051422071556815586 9.23937659946832
308 0 0.01 inf 6.713530452871492 0.060363203316672435 9.196628295039337
309 0 0.01 149623.86319727596 6.819751357559154 0.04670910062395305 9.183303932538692
310 0 0.01 inf 6.785746904087648 0.05595918510374801 9.207320440910541
311 0 0.01 inf 6.755443644590672 0.04944565729755458 9.242067139373905
312 0 0.01 inf 6.641041152544268 0.04081850598127692 9.236915253847839
313 0 0.01 151452.637468449 6.788292070147391 0.04952776208835243 9.019944464039758
314 0 0.01 inf 6.7975482467557145 0.055392526826577144 9.347369719831725
315 0 0.01 21486203.89466688 6.697112560977051 0.04970256479000506 9.195816277106454
316 0 0.01 inf 6.727145930874654 0.05300110400794525 9.037642376804609
317 0 0.01 inf 6.796236708262348 0.05011979309119352 9.201510921645017
318 0 0.01 150018.3368905145 6.785236230653864 0.047082429828292506 9.11701407592416
319 0 0.01 749047120.1385999 6.628501394775876 0.04890915191481382 9.090614264412158
320 0 0.01 1213760310.6811612 6.578225139936245 0.044307363750956105 9.099431620529613
321 0 0.01 1135936249.8516223 6.587061060810064 0.04263875316456048 9.07819261917382
322 0 0.01 inf 6.752960813828825 0.05662583183509955 9.137236891067094
323 0 0.01 151036.76583776023 6.818208461113489 0.043567308209634725 9.139106889186653
324 0 0.01 inf 6.678817835001617 0.053637796432820226 9.129218626218243
325 0 0.01 inf 6.762984940801707 0.05394310592175983 9.087066784417296
326 0 0.01 inf 6.7747706792142415 0.03868596353151128 9.266313134107225
327 0 0.01 inf 6.786733539627886 0.051447783403667145 9.121633471063586
328 0 0.01 inf 6.649787672675141 0.04808952905143967 9.431157371962483
329 0 0.01 inf 6.595197473921957 0.04640353694238921 9.26862898733172
330 0 0.01 inf 6.691758936071525 0.048847946153618316 9.324259910643855
331 0 0.01 inf 6.689681899948208 0.05139819666852111 9.117249211329343
332 0 0.01 inf 6.745129153180635 0.04615327047404934 9.38327312680634
333 0 0.01 150369.35342704187 6.699758964115047 0.04040492655590249 9.147651201851918
334 0 0.01 149137.2584251686 6.7295497584952075 0.0497744584668677 9.07931263177442
335 0 0.01 inf 6.813757233966834 0.04730573155809058 9.373758341474037
336 0 0.01 inf 6.897207118580987 0.05202215276361474 9.171012705522601
337 0 0.01 698360959.7598273 6.633648869144528 0.048271188544219745 9.132381660756204
338 0 0.01 150727.32563630783 6.72934618202837 0.03931639797255204 9.176540508474115
339 0 0.01 148999.03920841718 6.811581688600321 0.04942632608335898 9.175088304143715
340 0 0.01 inf 6.823531096725556 0.05026595452484927 9.298571110228734
341 0 0.01 inf 6.6826962853138285 0.0477246003382885 9.315223724818294
342 0 0.01 inf 6.763945494726941 0.05020857392514039 9.340160546732386
343 0 0.01 inf 6.76606367252561 0.05461031131825052 9.303248396193975
344 0 0.01 150105.65201668785 6.763013342360178 0.04916570271122301 9.063534200574459
345 0 0.01 inf 6.816408720354334 0.05078090633087343 9.220809557256915
346 0 0.01 inf 6.70874438557437 0.05927890476944446 9.340178516964786
347 0 0.01 149201.27468703798 6.744736413398935 0.04723334240451412 9.129404875436276
348 0 0.01 inf 6.735945214356711 0.04736485701118882 9.2177045528846
349 0 0.01 925345534.662597 6.610106552039507 0.04722737974571149 9.10660177999593
350 0 0.01 149480.57041902994 6.707983522086581 0.044362895023971165 9.129662868567376
351 0 0.01 inf 6.756242818492526 0.0519643220776029 9.17336840325452
352 0 0.01 inf 6.645008259779016 0.05489736861684166 9.149079190697758
353 0 0.01 152380.7451570742 6.94523119981719 0.04989343334249105 9.136581588100366
354 0 0.01 217843842.7904746 6.679637240803137 0.04638503548398639 9.139408634611447
355 0 0.01 inf 6.801548007868986 0.047371444305509984 9.211348354987177
356 0 0.01 150768.73877170103 6.833206879008641 0.04514600421223344 9.146637073135002
357 0 0.01 inf 6.818613145646557 0.0469521220988985 9.22359107053765
358 0 0.01 739237167.5948623 6.629502385965923 0.04803769365397769 9.158441559253456
359 0 0.01 inf 6.703863085491809 0.054531565006294046 9.048311808752924
360 0 0.01 inf 6.722762731629923 0.04793741994693267 9.223536853420452
361 0 0.01 inf 6.715682376196423 0.04029204959743181 9.265744745122586
362 0 0.01 905154588.916997 6.612253267580159 0.043224054411499936 9.172558321564985
363 0 0.01 inf 6.681702704182198 0.04936948252256371 9.311376988676813
364 0 0.01 inf 6.836626334363901 0.03936596559308623 9.208272857788403
365 0 0.01 inf 6.563363076705462 0.05225159714092983 9.052220006882157
366 0 0.01 149823.9389212494 6.747715777865603 0.04342560964633697 9.16207611833318
