# step walker beta fx x1 x2 x3 weight ancestor
801 0 23.357214690901213 inf 6.550024669672328 0.054266116282799266 9.11606485638651 1.0 0
802 0 23.357214690901213 inf 6.793917674631814 0.0452473436947487 9.283203570125686 1.0 0
803 0 23.357214690901213 inf 6.572554685242161 0.04266437567963897 9.22139887058455 1.0 0
804 0 23.357214690901213 inf 6.717139739257129 0.04898451707542596 9.255494618909065 1.0 0
805 0 23.357214690901213 1121313812.643219 6.588701039964899 0.04948977958152718 9.193270726326448 1.0 0
806 0 23.357214690901213 inf 6.628333453479955 0.0545462725631041 8.990393309692372 1.0 0
807 0 23.357214690901213 148902.5760534024 6.757636097822457 0.046612722460565977 9.177616464335662 1.0 0
808 0 23.357214690901213 inf 6.817133687888479 0.05057684231350394 9.10566934687751 1.0 0
809 0 23.357214690901213 inf 6.553169332066496 0.04688278788240003 9.286265956899257 1.0 0
810 0 23.357214690901213 inf 6.793949600206637 0.05022274322371134 9.331510589228177 1.0 0
811 0 23.357214690901213 inf 6.789930257358506 0.058893051058219806 9.145437440356732 1.0 0
812 0 23.357214690901213 inf 6.908093984679266 0.05525505783359547 9.33456955168037 1.0 0
813 0 23.357214690901213 inf 6.720243165292579 0.04351874118909459 9.23722529452156 1.0 0
814 0 23.357214690901213 inf 6.8811505435137565 0.04936038867201262 9.243482732318936 1.0 0
815 0 23.357214690901213 151897.10528153516 6.831581955785358 0.04953472156394485 9.04435418986266 1.0 0
816 0 23.357214690901213 inf 6.727048560459468 0.053755012024171635 9.156682882008683 1.0 0
817 0 23.357214690901213 inf 6.577028383545052 0.05293146320903024 9.284298769882556 1.0 0
818 0 23.357214690901213 inf 6.598920214568146 0.054835778170756105 9.426486144705455 1.0 0
819 0 23.357214690901213 inf 6.767297364710582 0.05411864847039946 9.316143770393527 1.0 0
820 0 23.357214690901213 153435.45844384882 6.864870006342669 0.04765329882451649 9.02958038446077 1.0 0
821 0 23.357214690901213 149472.24349103792 6.781092008971174 0.04608842355033168 9.166604353222455 1.0 0
822 0 23.357214690901213 inf 6.800288058738646 0.05408235072543938 9.098766232643394 1.0 0
823 0 23.357214690901213 152298.04962733592 6.882662511763739 0.04808231785369745 9.089019247103542 1.0 0
824 0 23.357214690901213 inf 6.894297288605753 0.04849314842122081 9.299920283191025 1.0 0
825 0 23.357214690901213 730995206.299937 6.63034164655245 0.04931857151163479 9.116033077757095 1.0 0
826 0 23.357214690901213 inf 6.796542229268991 0.05080789125826511 9.213704062849255 1.0 0
827 0 23.357214690901213 150124.5089959273 6.842045143845981 0.04839391822587673 9.150358242649588 1.0 0
828 0 23.357214690901213 inf 6.7230121692892 0.04062021544165624 9.20991293170248 1.0 0
829 0 23.357214690901213 inf 6.540764650998909 0.05329909944162863 9.252629102549925 1.0 0
830 0 23.357214690901213 inf 6.861818586469965 0.05108582524663334 9.259971318076303 1.0 0
831 0 23.357214690901213 902265054.0992045 6.61255948849453 0.047863109048832654 9.144800264808476 1.0 0
832 0 23.357214690901213 inf 6.7120016657868105 0.058161822666725496 9.273788402117903 1.0 0
833 0 23.357214690901213 inf 6.645879444407259 0.050911817110998556 9.193904680231286 1.0 0
834 0 23.357214690901213 inf 6.773880376578366 0.04858370840475083 9.271699802565164 1.0 0
835 0 23.357214690901213 inf 6.8691519804109955 0.04087337656962936 9.211168611675534 1.0 0
836 0 23.357214690901213 inf 6.724698282700836 0.05596166189802923 9.400470054290981 1.0 0
837 0 23.357214690901213 inf 6.690078143109121 0.054018876814676944 9.053467977667541 1.0 0
838 0 23.357214690901213 1922174626.3445187 6.488264757923465 0.046354367986798636 9.098517022707583 1.0 0
839 0 23.357214690901213 inf 6.656341251178431 0.06039239101388777 9.177276644397969 1.0 0
840 0 23.357214690901213 inf 6.80349582984213 0.0523213518813721 9.23128235416618 1.0 0
841 0 23.357214690901213 inf 6.793506773004878 0.04945346865454983 9.238431841609406 1.0 0
842 0 23.357214690901213 inf 6.776617940860205 0.05187548433720061 9.324749062855776 1.0 0
843 0 23.357214690901213 inf 6.737464414488711 0.05288432789068246 9.19172742748181 1.0 0
844 0 23.357214690901213 inf 6.8650229186987906 0.0503011656251689 9.12496458632878 1.0 0
845 0 23.357214690901213 inf 6.701435696449943 0.059706981967881476 9.077480756964496 1.0 0
846 0 23.357214690901213 inf 6.652150166439616 0.05397177423142577 9.13817278275501 1.0 0
847 0 23.357214690901213 300546527.08317417 6.67206113382021 0.04513214550816653 9.107986822985945 1.0 0
848 0 23.357214690901213 inf 6.703252603840413 0.05436088677982667 9.206883598001266 1.0 0
849 0 23.357214690901213 2193742167.765652 6.448150494368502 0.043636811539284434 9.057327114679177 1.0 0
850 0 23.357214690901213 149286.63030174415 6.733627524571858 0.046595111171423745 9.123624585894628 1.0 0
